,Action_id_label,ActionIdPageLabel,ActionName_Label,Next_id_label,NextPageLabel,NextActionName_Label,distance,rating
136,10,0,1,40,0,26,4.0,29
137,10,0,1,31,5,15,9.5,23
138,10,0,1,51,1,23,10.5,27
139,10,0,1,42,1,33,13.5,28
140,10,0,1,8,1,21,14.5,28
141,10,0,1,44,5,22,16.5,23
142,10,0,1,0,5,25,17.5,24
143,10,0,1,46,5,26,17.0,24
144,10,0,1,2,5,26,11.5,24
145,10,0,1,4,1,14,12.5,27
146,17,0,4,18,3,17,7.5,3
147,17,0,4,40,0,26,3.0,31
148,17,0,4,31,5,15,9.5,24
149,17,0,4,51,1,23,10.0,27
150,17,0,4,42,1,33,13.0,28
151,17,0,4,8,1,21,14.0,28
152,17,0,4,44,5,22,16.5,23
153,17,0,4,0,5,25,17.5,24
154,17,0,4,46,5,26,17.0,24
155,17,0,4,2,5,26,11.5,24
156,17,0,4,4,1,14,12.0,27
157,22,0,21,18,3,17,11.5,2
158,22,0,21,40,0,26,2.0,29
159,22,0,21,31,5,15,7.5,23
160,22,0,21,51,1,23,8.5,27
161,22,0,21,42,1,33,11.5,28
162,22,0,21,8,1,21,12.5,28
163,22,0,21,44,5,22,14.5,23
164,22,0,21,0,5,25,15.5,24
165,22,0,21,46,5,26,15.0,24
166,22,0,21,2,5,26,9.5,24
167,22,0,21,4,1,14,10.5,27
168,41,0,24,18,3,17,6.0,3
169,41,0,24,40,0,26,1.0,30
170,41,0,24,31,5,15,7.0,23
171,41,0,24,51,1,23,7.5,27
172,41,0,24,42,1,33,10.5,28
173,41,0,24,8,1,21,11.5,28
174,41,0,24,44,5,22,14.5,23
175,41,0,24,0,5,25,15.5,24
176,41,0,24,46,5,26,15.0,24
177,41,0,24,2,5,26,9.0,24
178,41,0,24,4,1,14,9.5,27
179,40,0,26,18,3,17,7.0,2
180,40,0,26,38,0,14,1.0,30
181,40,0,26,52,0,0,2.0,29
182,40,0,26,15,0,10,3.0,17
183,40,0,26,11,0,11,4.0,17
184,40,0,26,45,0,21,4.5,28
185,40,0,26,31,5,15,6.0,24
186,40,0,26,51,1,23,7.0,24
187,40,0,26,42,1,33,10.0,25
188,40,0,26,8,1,21,11.0,25
189,40,0,26,44,5,22,13.5,23
190,40,0,26,0,5,25,14.5,24
191,40,0,26,46,5,26,14.0,24
192,40,0,26,2,5,26,8.0,24
193,40,0,26,4,1,14,9.0,24
194,38,0,14,18,3,17,8.5,2
195,38,0,14,31,5,15,4.5,24
196,38,0,14,51,1,23,5.5,27
197,38,0,14,42,1,33,8.5,28
198,38,0,14,8,1,21,9.5,28
199,38,0,14,44,5,22,11.5,23
200,38,0,14,0,5,25,12.5,24
201,38,0,14,46,5,26,12.0,24
202,38,0,14,2,5,26,6.5,24
203,38,0,14,4,1,14,7.0,27
204,52,0,0,18,3,17,6.5,3
205,52,0,0,31,5,15,3.5,24
206,52,0,0,51,1,23,4.5,28
207,52,0,0,42,1,33,7.5,28
208,52,0,0,8,1,21,8.5,28
209,52,0,0,44,5,22,10.5,23
210,52,0,0,0,5,25,11.5,24
211,52,0,0,46,5,26,11.0,24
212,52,0,0,2,5,26,5.5,25
213,52,0,0,4,1,14,6.0,28
214,15,0,10,18,3,17,5.5,3
215,15,0,10,31,5,15,3.0,14
216,15,0,10,51,1,23,3.5,17
217,15,0,10,42,1,33,7.0,17
218,15,0,10,8,1,21,8.0,17
219,15,0,10,44,5,22,10.0,12
220,15,0,10,0,5,25,11.0,12
221,15,0,10,46,5,26,10.5,12
222,15,0,10,2,5,26,5.0,14
223,15,0,10,4,1,14,5.0,17
224,11,0,11,18,3,17,4.5,3
225,11,0,11,31,5,15,2.0,14
226,11,0,11,51,1,23,2.5,17
227,11,0,11,42,1,33,6.0,17
228,11,0,11,8,1,21,7.0,17
229,11,0,11,44,5,22,9.0,12
230,11,0,11,0,5,25,10.0,12
231,11,0,11,46,5,26,9.5,12
232,11,0,11,2,5,26,4.0,14
233,11,0,11,4,1,14,4.0,17
234,45,0,21,18,3,17,3.5,4
235,45,0,21,31,5,15,1.5,25
236,45,0,21,51,1,23,2.0,29
237,45,0,21,42,1,33,5.0,29
238,45,0,21,8,1,21,6.0,29
239,45,0,21,44,5,22,8.5,24
240,45,0,21,0,5,25,9.5,24
241,45,0,21,46,5,26,9.0,24
242,45,0,21,2,5,26,3.5,26
243,45,0,21,4,1,14,4.0,29
244,31,5,15,18,3,17,3.5,4
245,31,5,15,51,1,23,1.0,27
246,31,5,15,42,1,33,4.0,26
247,31,5,15,8,1,21,5.0,26
248,31,5,15,44,5,22,7.0,24
249,31,5,15,0,5,25,8.0,24
250,31,5,15,46,5,26,7.5,24
251,31,5,15,2,5,26,2.0,26
252,31,5,15,4,1,14,3.0,26
253,51,1,23,18,3,17,2.5,4
254,51,1,23,42,1,33,3.0,29
255,51,1,23,8,1,21,4.0,29
256,51,1,23,44,5,22,6.0,24
257,51,1,23,0,5,25,7.0,24
258,51,1,23,46,5,26,6.5,24
259,51,1,23,2,5,26,1.0,26
260,51,1,23,4,1,14,1.5,29
261,42,1,33,18,3,17,4.0,2
262,42,1,33,8,1,21,1.0,29
263,42,1,33,44,5,22,3.0,24
264,42,1,33,0,5,25,4.0,24
265,42,1,33,46,5,26,3.5,24
266,42,1,33,2,5,26,6.0,0
267,42,1,33,4,1,14,7.0,0
268,8,1,21,18,3,17,3.0,2
269,8,1,21,44,5,22,2.0,24
270,8,1,21,0,5,25,3.0,24
271,8,1,21,46,5,26,2.5,24
272,8,1,21,2,5,26,5.0,0
273,8,1,21,4,1,14,6.0,0
274,44,5,22,18,3,17,2.0,2
275,44,5,22,0,5,25,1.0,24
276,44,5,22,46,5,26,2.0,23
277,44,5,22,2,5,26,4.0,0
278,44,5,22,4,1,14,5.0,0
279,0,5,25,18,3,17,2.0,1
280,0,5,25,46,5,26,1.0,23
281,0,5,25,2,5,26,3.0,0
282,0,5,25,4,1,14,4.0,0
283,46,5,26,18,3,17,1.0,1
284,46,5,26,2,5,26,2.0,0
285,46,5,26,4,1,14,3.0,0
286,2,5,26,4,1,14,1.0,25
287,47,6,38,12,6,39,1.0,0
288,34,6,27,28,6,30,1.5,12
289,34,6,27,19,6,29,1.0,12
290,34,6,27,7,6,31,3.0,3
291,34,6,27,50,6,2,4.0,3
292,34,6,27,3,6,5,5.0,3
293,34,6,27,36,6,7,6.0,3
294,28,6,30,19,6,29,1.0,9
295,28,6,30,7,6,31,2.0,3
296,28,6,30,50,6,2,3.0,3
297,28,6,30,3,6,5,4.0,3
298,28,6,30,36,6,7,5.0,3
299,19,6,29,7,6,31,1.0,3
300,19,6,29,50,6,2,2.0,3
301,19,6,29,3,6,5,3.0,3
302,19,6,29,36,6,7,4.0,3
303,7,6,31,50,6,2,1.0,3
304,7,6,31,3,6,5,2.0,3
305,7,6,31,36,6,7,3.0,3
306,50,6,2,3,6,5,1.0,3
307,50,6,2,36,6,7,2.0,3
308,3,6,5,36,6,7,1.0,3
309,16,4,18,20,4,19,1.0,10
310,6,2,13,13,2,37,1.0,4
311,6,2,13,25,2,35,1.5,4
312,6,2,13,48,2,14,3.0,1
313,13,2,37,25,2,35,1.0,3
314,13,2,37,48,2,14,2.0,1
315,25,2,35,48,2,14,1.0,1
316,27,4,6,35,4,3,1.0,0
317,27,4,6,14,4,20,2.0,1
318,27,4,6,16,4,18,1.0,6
319,35,4,3,14,4,20,1.0,1
320,35,4,3,16,4,18,3.0,0
321,14,4,20,16,4,18,1.0,2
322,18,3,17,43,5,9,6.5,10
323,18,3,17,5,5,34,9.5,3
324,18,3,17,37,5,9,11.0,12
325,18,3,17,30,5,34,17.0,3
326,18,3,17,33,5,8,19.5,10
327,18,3,17,26,5,34,23.5,3
328,18,3,17,39,5,9,23.5,10
329,54,0,26,53,0,12,8.0,1
330,54,0,26,43,5,9,4.5,10
331,54,0,26,5,5,34,8.0,3
332,54,0,26,37,5,9,9.0,12
333,54,0,26,30,5,34,15.0,3
334,54,0,26,33,5,8,17.5,10
335,54,0,26,26,5,34,21.5,3
336,54,0,26,39,5,9,21.5,10
337,29,0,14,53,0,12,5.0,0
338,29,0,14,43,5,9,3.5,10
339,29,0,14,5,5,34,7.0,3
340,29,0,14,37,5,9,8.0,12
341,29,0,14,30,5,34,14.0,3
342,29,0,14,33,5,8,16.5,10
343,29,0,14,26,5,34,20.5,3
344,29,0,14,39,5,9,20.5,10
345,17,0,4,53,0,12,4.0,1
346,17,0,4,10,0,1,6.0,1
347,17,0,4,43,5,9,3.5,10
348,17,0,4,5,5,34,9.0,3
349,17,0,4,37,5,9,8.0,12
350,17,0,4,30,5,34,16.0,3
351,17,0,4,33,5,8,16.5,10
352,17,0,4,26,5,34,22.5,3
353,17,0,4,39,5,9,20.5,10
354,40,0,26,53,0,12,2.5,1
355,40,0,26,10,0,1,4.5,1
356,40,0,26,22,0,21,5.5,1
357,40,0,26,43,5,9,9.0,2
358,40,0,26,5,5,34,9.5,1
359,40,0,26,41,0,24,8.0,0
360,40,0,26,37,5,9,6.5,12
361,40,0,26,30,5,34,13.0,3
362,40,0,26,33,5,8,13.0,10
363,40,0,26,26,5,34,19.5,3
364,40,0,26,39,5,9,17.0,10
365,38,0,14,53,0,12,2.0,0
366,38,0,14,10,0,1,3.0,0
367,38,0,14,22,0,21,4.0,0
368,38,0,14,43,5,9,10.0,1
369,38,0,14,5,5,34,5.0,1
370,38,0,14,41,0,24,7.0,0
371,38,0,14,37,5,9,4.0,12
372,38,0,14,30,5,34,8.5,3
373,38,0,14,33,5,8,10.0,10
374,38,0,14,26,5,34,15.0,3
375,38,0,14,39,5,9,14.5,10
376,31,5,15,53,0,12,3.5,3
377,31,5,15,10,0,1,6.0,3
378,31,5,15,22,0,21,8.0,3
379,31,5,15,43,5,9,10.0,2
380,31,5,15,5,5,34,5.0,0
381,31,5,15,41,0,24,9.5,3
382,31,5,15,52,0,0,12.0,2
383,31,5,15,45,0,21,11.5,1
384,31,5,15,37,5,9,6.5,4
385,31,5,15,30,5,34,8.5,1
386,31,5,15,33,5,8,6.0,10
387,31,5,15,26,5,34,10.5,3
388,31,5,15,39,5,9,10.0,10
389,53,0,12,43,5,9,5.5,10
390,53,0,12,5,5,34,8.0,3
391,53,0,12,37,5,9,10.0,12
392,53,0,12,30,5,34,15.0,3
393,53,0,12,33,5,8,18.5,10
394,53,0,12,26,5,34,21.5,3
395,53,0,12,39,5,9,22.5,10
396,10,0,1,43,5,9,2.5,10
397,10,0,1,5,5,34,5.0,3
398,10,0,1,37,5,9,7.0,12
399,10,0,1,30,5,34,12.5,3
400,10,0,1,33,5,8,15.5,10
401,10,0,1,26,5,34,19.0,3
402,10,0,1,39,5,9,19.5,10
403,22,0,21,43,5,9,1.0,10
404,22,0,21,5,5,34,4.0,3
405,22,0,21,37,5,9,5.0,12
406,22,0,21,30,5,34,11.0,3
407,22,0,21,33,5,8,13.5,10
408,22,0,21,26,5,34,17.5,3
409,22,0,21,39,5,9,18.0,10
410,43,5,9,5,5,34,3.0,3
411,43,5,9,41,0,24,1.0,8
412,43,5,9,52,0,0,3.5,9
413,43,5,9,45,0,21,4.5,8
414,43,5,9,37,5,9,5.5,8
415,43,5,9,30,5,34,10.0,3
416,43,5,9,51,1,23,7.5,8
417,43,5,9,2,5,26,8.5,8
418,43,5,9,4,1,14,9.5,8
419,43,5,9,42,1,33,10.5,8
420,43,5,9,8,1,21,11.5,8
421,43,5,9,33,5,8,12.5,9
422,43,5,9,26,5,34,16.5,3
423,43,5,9,44,5,22,14.0,8
424,43,5,9,0,5,25,15.0,9
425,43,5,9,46,5,26,16.0,9
426,43,5,9,39,5,9,17.0,10
427,5,5,34,41,0,24,1.0,2
428,5,5,34,52,0,0,3.5,2
429,5,5,34,45,0,21,4.5,2
430,5,5,34,37,5,9,5.5,2
431,5,5,34,30,5,34,7.0,3
432,5,5,34,51,1,23,5.0,3
433,5,5,34,2,5,26,6.0,3
434,5,5,34,4,1,14,7.0,3
435,5,5,34,42,1,33,8.0,3
436,5,5,34,8,1,21,9.0,3
437,5,5,34,33,5,8,10.0,3
438,5,5,34,26,5,34,13.5,3
439,5,5,34,44,5,22,12.0,3
440,5,5,34,0,5,25,13.0,3
441,5,5,34,46,5,26,14.0,3
442,5,5,34,39,5,9,15.0,3
443,41,0,24,37,5,9,7.5,12
444,41,0,24,30,5,34,13.0,3
445,41,0,24,33,5,8,14.0,10
446,41,0,24,26,5,34,19.5,3
447,41,0,24,39,5,9,18.0,10
448,52,0,0,37,5,9,3.0,12
449,52,0,0,30,5,34,7.0,3
450,52,0,0,33,5,8,9.0,10
451,52,0,0,26,5,34,13.0,3
452,52,0,0,39,5,9,13.5,10
453,45,0,21,37,5,9,2.0,13
454,45,0,21,30,5,34,6.0,3
455,45,0,21,33,5,8,8.0,10
456,45,0,21,26,5,34,12.0,3
457,45,0,21,39,5,9,12.5,10
458,37,5,9,30,5,34,5.0,3
459,37,5,9,51,1,23,2.5,11
460,37,5,9,2,5,26,3.5,11
461,37,5,9,4,1,14,4.5,11
462,37,5,9,42,1,33,5.5,11
463,37,5,9,8,1,21,6.5,11
464,37,5,9,33,5,8,7.0,11
465,37,5,9,26,5,34,11.0,3
466,37,5,9,44,5,22,7.5,12
467,37,5,9,0,5,25,8.5,12
468,37,5,9,46,5,26,9.5,12
469,37,5,9,39,5,9,11.5,11
470,30,5,34,51,1,23,1.5,2
471,30,5,34,2,5,26,2.5,2
472,30,5,34,4,1,14,3.5,2
473,30,5,34,42,1,33,4.5,2
474,30,5,34,8,1,21,5.5,2
475,30,5,34,33,5,8,6.5,2
476,30,5,34,26,5,34,6.0,3
477,30,5,34,44,5,22,4.5,3
478,30,5,34,0,5,25,5.5,3
479,30,5,34,46,5,26,6.5,3
480,30,5,34,39,5,9,7.5,3
481,51,1,23,33,5,8,5.0,10
482,51,1,23,26,5,34,8.5,3
483,51,1,23,39,5,9,9.0,10
484,2,5,26,42,1,33,2.0,25
485,2,5,26,8,1,21,3.0,25
486,2,5,26,33,5,8,4.0,10
487,2,5,26,26,5,34,7.5,3
488,2,5,26,44,5,22,5.0,23
489,2,5,26,0,5,25,6.0,23
490,2,5,26,46,5,26,5.5,23
491,2,5,26,39,5,9,8.0,10
492,4,1,14,42,1,33,1.0,28
493,4,1,14,8,1,21,2.0,28
494,4,1,14,33,5,8,3.0,10
495,4,1,14,26,5,34,6.5,3
496,4,1,14,44,5,22,4.0,23
497,4,1,14,0,5,25,5.0,23
498,4,1,14,46,5,26,4.5,23
499,4,1,14,39,5,9,7.0,10
500,42,1,33,33,5,8,2.0,10
501,42,1,33,26,5,34,5.5,3
502,42,1,33,39,5,9,6.0,10
503,8,1,21,33,5,8,1.0,10
504,8,1,21,26,5,34,4.5,3
505,8,1,21,39,5,9,5.0,10
506,33,5,8,26,5,34,3.5,3
507,33,5,8,44,5,22,1.0,8
508,33,5,8,0,5,25,2.0,9
509,33,5,8,46,5,26,3.0,9
510,33,5,8,39,5,9,4.0,10
511,26,5,34,44,5,22,1.0,2
512,26,5,34,0,5,25,2.0,2
513,26,5,34,46,5,26,3.0,2
514,26,5,34,39,5,9,4.0,2
515,44,5,22,39,5,9,3.0,10
516,0,5,25,39,5,9,2.0,10
517,46,5,26,39,5,9,1.0,10
518,43,5,9,40,0,26,2.0,7
519,43,5,9,38,0,14,2.5,8
520,43,5,9,31,5,15,6.5,7
521,37,5,9,31,5,15,1.5,10
522,16,4,18,27,4,6,1.0,9
523,16,4,18,50,6,2,2.0,4
524,27,4,6,50,6,2,1.0,3
525,20,4,19,16,4,18,1.0,11
526,20,4,19,27,4,6,2.5,1
527,45,0,21,53,0,12,8.0,1
528,45,0,21,54,0,26,4.0,2
529,45,0,21,29,0,14,9.5,1
530,45,0,21,10,0,1,10.5,1
531,45,0,21,17,0,4,11.5,1
532,45,0,21,22,0,21,12.5,1
533,45,0,21,43,5,9,14.5,1
534,45,0,21,41,0,24,14.0,1
535,45,0,21,40,0,26,10.5,2
536,45,0,21,38,0,14,16.0,1
537,45,0,21,52,0,0,20.0,0
538,37,5,9,18,3,17,8.0,0
539,37,5,9,53,0,12,9.0,0
540,37,5,9,54,0,26,10.0,0
541,37,5,9,29,0,14,11.0,0
542,37,5,9,10,0,1,12.0,0
543,37,5,9,17,0,4,13.0,0
544,37,5,9,22,0,21,14.0,0
545,37,5,9,43,5,9,7.5,2
546,37,5,9,41,0,24,8.5,1
547,37,5,9,40,0,26,9.5,1
548,37,5,9,38,0,14,10.5,1
549,37,5,9,52,0,0,11.5,1
550,31,5,15,54,0,26,6.5,1
551,31,5,15,29,0,14,6.5,2
552,31,5,15,17,0,4,8.5,2
553,31,5,15,40,0,26,11.5,2
554,31,5,15,38,0,14,12.5,2
555,51,1,23,53,0,12,3.5,2
556,51,1,23,54,0,26,5.5,1
557,51,1,23,29,0,14,5.5,2
558,51,1,23,10,0,1,6.5,2
559,51,1,23,17,0,4,7.5,2
560,51,1,23,22,0,21,8.5,2
561,51,1,23,43,5,9,11.5,1
562,51,1,23,41,0,24,9.5,2
563,51,1,23,40,0,26,10.5,2
564,51,1,23,38,0,14,11.5,2
565,51,1,23,52,0,0,14.0,1
566,2,5,26,18,3,17,3.5,1
567,2,5,26,53,0,12,4.5,1
568,2,5,26,54,0,26,7.0,0
569,2,5,26,29,0,14,6.0,1
570,2,5,26,10,0,1,7.0,1
571,2,5,26,17,0,4,8.0,1
572,2,5,26,22,0,21,9.0,1
573,2,5,26,43,5,9,10.5,1
574,2,5,26,41,0,24,10.5,1
575,2,5,26,40,0,26,11.5,1
576,2,5,26,38,0,14,12.5,1
577,2,5,26,52,0,0,16.0,0
578,4,1,14,18,3,17,2.5,2
579,4,1,14,53,0,12,3.5,2
580,4,1,14,54,0,26,5.5,1
581,4,1,14,29,0,14,5.5,2
582,4,1,14,10,0,1,6.5,2
583,4,1,14,17,0,4,7.5,2
584,4,1,14,22,0,21,8.5,2
585,4,1,14,43,5,9,9.5,1
586,4,1,14,41,0,24,9.5,2
587,4,1,14,40,0,26,10.5,2
588,4,1,14,38,0,14,11.5,2
589,4,1,14,52,0,0,14.0,1
590,42,1,33,53,0,12,4.0,0
591,42,1,33,54,0,26,5.0,0
592,42,1,33,29,0,14,6.0,0
593,42,1,33,10,0,1,7.0,0
594,42,1,33,17,0,4,8.0,0
595,42,1,33,22,0,21,9.0,0
596,42,1,33,43,5,9,8.5,1
597,42,1,33,41,0,24,11.0,0
598,42,1,33,40,0,26,12.0,0
599,42,1,33,38,0,14,13.0,0
600,42,1,33,52,0,0,14.0,0
601,8,1,21,53,0,12,3.0,0
602,8,1,21,54,0,26,4.0,0
603,8,1,21,29,0,14,5.0,0
604,8,1,21,10,0,1,6.0,0
605,8,1,21,17,0,4,7.0,0
606,8,1,21,22,0,21,8.0,0
607,8,1,21,43,5,9,7.5,1
608,8,1,21,41,0,24,10.0,0
609,8,1,21,40,0,26,11.0,0
610,8,1,21,38,0,14,12.0,0
611,8,1,21,52,0,0,13.0,0
612,44,5,22,53,0,12,2.0,0
613,44,5,22,54,0,26,3.0,0
614,44,5,22,29,0,14,4.0,0
615,44,5,22,10,0,1,5.0,0
616,44,5,22,17,0,4,6.0,0
617,44,5,22,22,0,21,7.0,0
618,44,5,22,43,5,9,6.5,1
619,44,5,22,41,0,24,9.0,0
620,44,5,22,40,0,26,10.0,0
621,44,5,22,38,0,14,11.0,0
622,44,5,22,52,0,0,12.0,0
623,44,5,22,33,5,8,8.5,1
624,25,2,35,13,2,37,1.0,0
625,18,3,17,23,3,14,1.0,0
626,18,3,17,1,3,32,2.0,0
627,18,3,17,24,3,21,3.0,0
628,18,3,17,9,3,28,4.0,0
629,23,3,14,1,3,32,1.0,0
630,23,3,14,24,3,21,2.0,0
631,23,3,14,9,3,28,3.0,0
632,1,3,32,24,3,21,1.0,0
633,1,3,32,9,3,28,2.0,0
634,24,3,21,9,3,28,1.0,0
635,18,3,17,21,5,16,16.0,0
636,53,0,12,21,5,16,15.0,0
637,54,0,26,21,5,16,14.0,0
638,29,0,14,21,5,16,13.0,0
639,10,0,1,21,5,16,12.0,0
640,17,0,4,21,5,16,11.0,0
641,22,0,21,21,5,16,10.0,0
642,41,0,24,21,5,16,9.0,0
643,40,0,26,21,5,16,8.0,0
644,38,0,14,21,5,16,7.0,0
645,52,0,0,21,5,16,6.0,0
646,15,0,10,21,5,16,5.0,0
647,11,0,11,21,5,16,4.0,0
648,45,0,21,21,5,16,3.0,0
649,31,5,15,21,5,16,2.0,0
650,51,1,23,21,5,16,1.0,0
651,21,5,16,4,1,14,1.0,1
652,21,5,16,2,5,26,2.0,0
653,21,5,16,42,1,33,3.0,0
654,21,5,16,8,1,21,4.0,0
655,4,1,14,2,5,26,1.0,0
656,5,5,34,40,0,26,2.0,1
657,5,5,34,38,0,14,3.0,1
658,5,5,34,31,5,15,4.5,2
659,30,5,34,31,5,15,1.0,1
660,19,6,29,28,6,30,1.0,2
661,18,3,17,32,1,36,16.0,2
662,53,0,12,32,1,36,15.0,2
663,29,0,14,32,1,36,14.0,2
664,54,0,26,32,1,36,13.0,2
665,10,0,1,32,1,36,12.0,2
666,17,0,4,32,1,36,11.0,2
667,22,0,21,32,1,36,10.0,2
668,41,0,24,32,1,36,9.0,2
669,49,0,36,51,1,23,6.0,2
670,49,0,36,4,1,14,7.0,2
671,49,0,36,32,1,36,8.0,2
672,49,0,36,42,1,33,9.0,2
673,49,0,36,8,1,21,10.0,2
674,38,0,14,32,1,36,7.0,2
675,52,0,0,32,1,36,6.0,2
676,15,0,10,32,1,36,5.0,2
677,11,0,11,32,1,36,4.0,2
678,45,0,21,32,1,36,3.0,2
679,51,1,23,32,1,36,2.0,2
680,4,1,14,32,1,36,1.0,2
681,32,1,36,42,1,33,1.0,2
682,32,1,36,8,1,21,2.0,2
683,10,0,1,54,0,26,11.0,1
684,17,0,4,54,0,26,7.5,2
685,22,0,21,54,0,26,9.0,1
686,41,0,24,54,0,26,6.0,2
687,49,0,36,54,0,26,7.0,1
688,49,0,36,40,0,26,6.0,0
689,38,0,14,54,0,26,6.0,1
690,38,0,14,40,0,26,5.0,0
