,Action_id_label,ActionIdPageLabel,ActionName_Label,Next_id_label,NextPageLabel,NextActionName_Label,distance,rating
691,52,0,0,54,0,26,5.0,1
692,52,0,0,40,0,26,9.5,1
693,15,0,10,54,0,26,4.0,1
694,15,0,10,40,0,26,8.5,1
695,11,0,11,54,0,26,3.0,1
696,11,0,11,40,0,26,7.5,1
697,40,0,26,54,0,26,2.0,2
698,41,0,24,43,5,9,12.5,1
699,52,0,0,43,5,9,14.0,0
700,51,1,23,37,5,9,5.5,3
701,2,5,26,37,5,9,4.5,3
702,4,1,14,37,5,9,3.5,3
703,42,1,33,37,5,9,2.5,3
704,8,1,21,37,5,9,1.5,3
705,44,5,22,37,5,9,3.0,1
706,0,5,25,37,5,9,2.0,1
707,0,5,25,33,5,8,3.0,0
708,0,5,25,43,5,9,4.0,0
709,46,5,26,37,5,9,1.0,1
710,46,5,26,33,5,8,2.0,0
711,46,5,26,43,5,9,3.0,0
712,33,5,8,43,5,9,1.0,0
713,14,4,20,35,4,3,2.0,1
714,14,4,20,27,4,6,3.0,1
715,16,4,18,14,4,20,1.0,2
716,16,4,18,35,4,3,2.0,0
717,35,4,3,27,4,6,1.0,0
718,52,0,0,53,0,12,9.0,0
719,52,0,0,29,0,14,10.0,0
720,52,0,0,10,0,1,11.0,0
721,52,0,0,17,0,4,12.0,0
722,52,0,0,22,0,21,13.0,0
723,52,0,0,41,0,24,14.0,0
724,52,0,0,38,0,14,16.0,0
725,15,0,10,53,0,12,8.0,0
726,15,0,10,29,0,14,9.0,0
727,15,0,10,10,0,1,10.0,0
728,15,0,10,17,0,4,11.0,0
729,15,0,10,22,0,21,12.0,0
730,15,0,10,41,0,24,13.0,0
731,15,0,10,38,0,14,15.0,0
732,11,0,11,53,0,12,7.0,0
733,11,0,11,29,0,14,8.0,0
734,11,0,11,10,0,1,9.0,0
735,11,0,11,17,0,4,10.0,0
736,11,0,11,22,0,21,11.0,0
737,11,0,11,41,0,24,12.0,0
738,11,0,11,38,0,14,14.0,0
739,49,0,36,18,3,17,6.0,0
740,21,5,16,31,5,15,2.0,0
741,21,5,16,51,1,23,3.0,0
742,21,5,16,18,3,17,4.0,0
743,21,5,16,53,0,12,5.0,0
744,21,5,16,54,0,26,6.0,0
745,21,5,16,29,0,14,7.0,0
746,21,5,16,10,0,1,8.0,0
747,21,5,16,17,0,4,9.0,0
748,21,5,16,22,0,21,10.0,0
749,21,5,16,41,0,24,11.0,0
750,21,5,16,40,0,26,12.0,0
751,21,5,16,38,0,14,13.0,0
752,21,5,16,52,0,0,14.0,0
753,21,5,16,15,0,10,15.0,0
754,21,5,16,11,0,11,16.0,0
755,21,5,16,45,0,21,17.0,0
756,4,1,14,31,5,15,1.0,0
757,4,1,14,51,1,23,2.0,0
758,4,1,14,15,0,10,14.0,0
759,4,1,14,11,0,11,15.0,0
760,4,1,14,45,0,21,16.0,0
761,31,5,15,15,0,10,13.0,0
762,31,5,15,11,0,11,14.0,0
763,51,1,23,15,0,10,12.0,0
764,51,1,23,11,0,11,13.0,0
765,51,1,23,45,0,21,14.0,0
766,37,5,9,45,0,21,5.0,0
767,17,0,4,29,0,14,6.0,0
768,41,0,24,53,0,12,3.0,0
769,41,0,24,29,0,14,5.0,0
770,41,0,24,10,0,1,6.0,0
771,41,0,24,22,0,21,7.0,0
772,41,0,24,5,5,34,13.0,0
773,40,0,26,29,0,14,4.0,0
774,52,0,0,5,5,34,3.0,0
775,45,0,21,5,5,34,2.0,0
776,37,5,9,5,5,34,1.0,0
777,51,1,23,30,5,34,6.0,0
778,2,5,26,30,5,34,5.0,0
779,4,1,14,30,5,34,4.0,0
780,42,1,33,30,5,34,3.0,0
781,8,1,21,30,5,34,2.0,0
782,33,5,8,30,5,34,1.0,0
783,44,5,22,26,5,34,4.0,0
784,0,5,25,26,5,34,3.0,0
785,46,5,26,26,5,34,2.0,0
786,39,5,9,26,5,34,1.0,0
787,46,5,26,44,5,22,1.0,0
788,46,5,26,0,5,25,2.0,0
